1.6239590644836426,2.64
2.3165276050567627,2.79
2.340179204940796,1.54
3.0118446350097656,0.63
3.0363833904266357,0.45
3.712876081466675,0.6
3.7368531227111816,0.63
4.408509731292725,0.46
4.433134317398071,0.68
5.105212926864624,0.46
5.129076242446899,0.62
5.8059515953063965,0.54
5.830062627792358,0.45
6.501486778259277,0.71
6.526148080825806,0.4
7.202136278152466,0.87
7.22659158706665,0.55
7.898864507675171,0.77
7.922781705856323,0.69
8.595198631286621,0.64
8.619417190551758,0.77
9.295090675354004,0.49
9.319397211074829,0.67
9.990630626678467,0.58
10.020804643630981,0.55
10.69142746925354,0.72
10.716526985168457,0.45
11.388141870498657,0.82
11.412593126296997,0.46
12.08491039276123,1.23
12.109011888504028,0.81
12.785295248031616,0.81
12.80918836593628,0.74
13.48062515258789,0.77
13.505576133728027,0.85
